Country,Name,Club,Position,Games,Goals
Malaysia,Dr. Angie King DVM,Kedah,midfielder,53,90
Poland,Rebecca Ward,Piast Gliwice,midfielder,60,70
Sierra Leone,Joseph Terry,Ports Authority,goalkeeper,47,-34
San Marino,Jonathan Lee,Murata,goalkeeper,69,-35
Ecuador,William Sanders,Aucas,goalkeeper,53,-40
Andorra,Mr. Edward Marquez,Atletic Escaldes,defender,63,61
South Africa,Kevin Lewis,Mamelodi Sundowns,goalkeeper,59,-51
Mauritania,April Brown,Gendrim,midfielder,61,39
Togo,Joshua Green,Semassi,forward,64,29
Gabon,Andrew Morrison,Sogea FC,midfielder,88,22
Syria,Justin Walsh,Al Karamah,midfielder,63,62
Poland,Keith Robertson,Wisla Krakow,defender,71,2
Cambodia,George Romero,Visakha,goalkeeper,54,-67
Turkmenistan,Brittany Lopez,Shagadam,defender,58,69
Russia,Julie Hughes,Dinamo Moscow,midfielder,71,55
Nepal,Jessica Aguirre,Sankata,goalkeeper,65,-61
Burkina Faso,Kim Mcmillan,Salitas FC,midfielder,68,41
South Sudan,Juan Jimenez,Al Hilal Wau,midfielder,67,33
Seychelles,Jeremiah Mora,Anse Reunion,midfielder,76,49
Nepal,Peter Hernandez,Friends Club,goalkeeper,55,-27
Czech Republic,Richard Carlson,Jablonec,forward,43,59
Malta,Marcus Robinson,Sliema Wanderers,goalkeeper,47,-69
Armenia,Randall Savage,Ararat-Armenia,midfielder,63,50
Bulgaria,Melissa Moore,CSKA Sofia,forward,57,36
Guatemala,Jennifer Jacobs,Comunicaciones,goalkeeper,65,-30
Moldova,Kimberly Conner,Sheriff Tiraspol,defender,74,29
Cameroon,William Nguyen,Union Douala,forward,48,59
Venezuela,Julie Gordon,Monagas,defender,76,26
Myanmar,Jacob Velasquez,ISPE,forward,50,23
Gambia,Richard Carpenter,Real de Banjul,midfielder,60,45
Palau,Aaron Wells,Lyon FC,midfielder,62,17
United Kingdom,Christina Shepard,Tottenham,goalkeeper,76,-67
Luxembourg,Tracy Moreno,Swift Hesperange,goalkeeper,39,-20
Zambia,Christopher Allen,Zesco United,goalkeeper,63,-18
Trinidad and Tobago,Natalie Edwards,Police FC,forward,70,61
Kuwait,Jason Patterson,Al Jahra,forward,61,39
Guyana,Eric Bradley,Slingerz FC,goalkeeper,55,-42
Ecuador,Rachel Williamson,Emelec,goalkeeper,67,-66
Azerbaijan,Lindsey Walter,Qarabag,goalkeeper,75,-58
Moldova,Lori Daniel,Zimbru,defender,47,35
Iraq,Candice Hawkins,Al Minaa,defender,47,31
Mexico,Chad White DDS,America,goalkeeper,63,-73
Czech Republic,Randy Savage,Viktoria Plzen,forward,42,85
Montenegro,Darlene Lawrence,Rudar,midfielder,54,36
Costa Rica,Joshua Kramer,Cartagines,defender,61,1
Bolivia,Cynthia Butler,Royal Pari,midfielder,78,35
Niger,James Kelly,AS GNN,forward,50,38
Central African Republic,Emily Booker,Faucon Flambeau,midfielder,50,1
Fiji,Ashley Bryant,Labasa FC,goalkeeper,77,-50
Bolivia,Jamie Juarez,Nacional Potosi,forward,41,29
Switzerland,Mr. Michael Walker,Servette,goalkeeper,60,-40
Vanuatu,Madison Hensley,Erakor Golden Star,defender,59,79
Belize,Jorge Marks,Bandits Sport,midfielder,47,55
Grenada,Patrick Davidson,St. John's Sports,midfielder,56,64
Comoros,Dr. Alexis Horn,Etoile d'Or,defender,53,60
Lebanon,Jaclyn Anderson,Al Ahed,defender,55,22
Rwanda,Julie Lloyd,AS Kigali,midfielder,57,35
Angola,Melissa Austin,Recreativo do Libolo,goalkeeper,58,-1
France,Brooke Green,Nice,midfielder,69,66
Iran,Michelle Roberts,Esteghlal,midfielder,59,14
Haiti,Thomas Everett,FICA,goalkeeper,78,-64
Mali,Brittany Campbell,Onze Createurs,midfielder,61,56
Nigeria,Ruth Whitney,Rivers United,goalkeeper,49,-68
Slovenia,John Reynolds,Bravo,goalkeeper,57,-44
North Macedonia,Patricia Marshall,Shkupi,forward,44,28
North Macedonia,Craig Ortiz,Makedonija GP,forward,64,99
United States,Dakota Allison,Philadelphia Union,defender,66,26
Korea (North),Katie Gomez,Sobaeksu,defender,47,36
Bhutan,Randy Mack,Thimphu City,goalkeeper,72,-80
Dominica,Susan Lee,South East FC,defender,38,59
Senegal,Kelli Roberts,US Goree,midfielder,58,72
Zambia,Yvette Everett,Green Buffaloes,goalkeeper,58,-56
Italy,Sally Phillips,AC Milan,midfielder,72,80
Bahamas,Sydney Hernandez,United FC,midfielder,61,23
South Sudan,Morgan Ortiz,Al Rabita Juba,defender,62,36
Saint Kitts and Nevis,Grace Bell,Cayon Rockets,midfielder,57,52
Malaysia,Christopher Soto,Kedah,forward,54,12
Peru,Terri Brown,Universitario,defender,70,50
Mauritius,Aaron Harrington DDS,La Cure,forward,53,41
Sri Lanka,Jamie White,Solid,forward,75,71
Trinidad and Tobago,Thomas Jones,Defence Force,forward,53,37
Yemen,Daniel Turner,Al Ahli Sanaa,defender,68,17
Latvia,Larry Foster,Spartaks Jurmala,defender,57,49
Cyprus,Stephanie Campos,Omonia,defender,75,64
Moldova,Ethan Donovan,Dinamo-Auto,forward,61,66
Venezuela,Victoria Brown,Monagas,midfielder,63,47
Gambia,Becky Singleton,Fortune FC,forward,47,49
Malaysia,Robert Young,Terengganu,forward,45,1
Nauru,Holly Smith,Meneng,defender,60,33
Luxembourg,Paul Campbell,Swift Hesperange,midfielder,62,20
United States,Jason Smith,Portland Timbers,goalkeeper,55,-58
Finland,Anthony Conway,Inter Turku,midfielder,69,46
Liberia,Christopher Alvarado,Invincible Eleven,forward,65,46
Saint Kitts and Nevis,Valerie Guzman,Village Superstars,midfielder,50,27
Netherlands,Robert Ray,FC Utrecht,forward,59,4
Iceland,Michael Mendez,FH,goalkeeper,57,-42
Angola,Melissa Arnold,Interclube,goalkeeper,59,-69
Portugal,Wendy Rich,Famalicao,forward,65,1
Bahrain,Jill Williams,Al-Ahli,defender,59,91
Papua New Guinea,Wendy Williams,Hekari United,forward,70,64
Cape Verde,Caroline Haley,Batuque FC,goalkeeper,55,-77
France,Michael Davis,Rennes,goalkeeper,48,-55
Syria,Anna Leach,Al Jaish,defender,52,42
Israel,Elizabeth Johnson,Bnei Sakhnin,forward,62,59
Cuba,Alison Cole,FC Cienfuegos,forward,58,67
Oman,Jose Rosario,Al Seeb,midfielder,68,92
Cameroon,Patricia Norman,APEJES Academy,forward,50,91
Djibouti,David Schwartz,Equipe Nationale,defender,71,38
Brunei,James Wilkinson,Indera SC,defender,48,66
Maldives,Tristan Diaz,Maziya,midfielder,51,54
Sweden,Julian Valenzuela,IFK Goteborg,defender,54,106
Uzbekistan,Margaret Thompson,Navbahor,goalkeeper,64,-13
Uganda,Brent Gibson,Express,forward,68,54
Barbados,Ronnie Cohen,Silver Sands,forward,55,75
Tanzania,Laura Bennett,Kagera Sugar,forward,65,40
Sweden,Kayla Smith,Djurgarden,midfielder,54,77
Cameroon,Tyler Jones,Avion Academy,goalkeeper,71,-47
Denmark,Joseph Jensen,Midtjylland,defender,68,47
Egypt,Lisa Campbell,Al Masry,defender,82,76
Netherlands,James Baker,FC Utrecht,midfielder,46,56
Oman,Edward Johnson,Al Nahda,midfielder,59,37
Guinea-Bissau,Mark Hooper,Estrela Negra,forward,43,70
Singapore,Sean Edwards,Geylang International,midfielder,39,47
Kazakhstan,Krista Burnett,Kyzylzhar,defender,51,67
Moldova,Matthew Ruiz,Dacia-Buiucani,goalkeeper,72,-33
Panama,Cassandra Anderson,Alianza,defender,56,61
Rwanda,April Scott,Police,defender,49,58
Kiribati,Nathaniel Graves,Abaiang,goalkeeper,65,-17
Niger,Christian Anderson,Olympic Niamey,goalkeeper,53,-46
Dominica,Joshua Sutton,Segments FC,goalkeeper,69,-50
Yemen,Denise Wright,Al Shula,forward,54,76
Dominican Republic,Erin Smith,Atletico Vega Real,defender,56,85
Turkmenistan,Ronald Mcdonald,Ahal,defender,39,29
Benin,Tammy Smith,Dynamo Abomey,defender,53,47
Madagascar,Katherine Brown,AS Adema,midfielder,61,49
Bhutan,Jason Lopez,Terton FC,forward,73,58
Colombia,Susan Hayes,America de Cali,midfielder,65,15
Estonia,Robert Vazquez,Flora Tallinn,defender,54,69
Dominican Republic,Jonathan Collins,Cibao FC,defender,68,55
Botswana,Marcia Brown,Extension Gunners,midfielder,52,72
Belgium,Molly Watson,Anderlecht,forward,31,40
Norway,Trevor Garcia,Molde,goalkeeper,55,-28
Madagascar,Jessica Johnson,DSA Antananarivo,forward,61,66
Ireland,Sandra Saunders,Shelbourne,forward,72,74
Saint Vincent and the Grenadines,Kimberly Rivera,Hope International,goalkeeper,60,-101
Jamaica,Morgan Williams,Arnett Gardens,midfielder,75,14
Mauritius,David Morrison,Quatre Bornes,goalkeeper,81,-86
Uzbekistan,James Adkins,Lokomotiv Tashkent,goalkeeper,70,-44
Tunisia,David Martin,CA Bizertin,forward,61,43
Iceland,Aaron Humphrey,FH,goalkeeper,80,-92
Senegal,Tamara Montgomery,ASC Linguere,goalkeeper,84,-81
Philippines,Tony Sanchez,ADT,midfielder,55,70
Tunisia,Mandy Wright,US Monastir,defender,77,28
Panama,Elizabeth Murray,Atletico Chiriqui,goalkeeper,54,-40
Togo,Tina Jackson,Dynamic Togolais,midfielder,52,35
Botswana,Ashley Watts,BDF XI,forward,51,23
Zimbabwe,Erik Morris,FC Platinum,midfielder,55,23
Honduras,Gregory Deleon,Victoria,midfielder,63,31
Gambia,Emma Mosley,Steve Biko FC,midfielder,66,52
Monaco,Patrick Gilbert,Monaco II,midfielder,66,49
Guinea,Jonathan Roach,Wakriya,goalkeeper,61,-16
Andorra,Candice Johnson,Inter Club d'Escaldes,defender,57,64
Kuwait,Sean Chavez,Al Salmiya,goalkeeper,59,-84
Jamaica,David Baker,Tivoli Gardens,defender,50,68
Eswatini,Steven Price,Royal Leopards,forward,91,48
Azerbaijan,Robert Woodard,Neftchi Baku,midfielder,63,25
Samoa,Karen Murphy,Lepea,midfielder,56,96
Iraq,Jared Ingram,Al Talaba,defender,58,29
Pakistan,Timothy Robinson,WAPDA,goalkeeper,59,-78
Togo,Cynthia Cox,Kotoko,defender,56,65
Saint Kitts and Nevis,Kevin Reyes,Cayon Rockets,forward,61,37
Montenegro,Teresa Cox,Rudar,defender,67,16
Belize,Stephanie Burns,San Pedro Pirates,defender,55,9
Belarus,Sara Carpenter,Slutsk,defender,70,91
Armenia,Amy Jackson,Ararat Yerevan,goalkeeper,43,-23
Kuwait,Brandon Green,Al Jahra,forward,55,82
Guinea-Bissau,Matthew Farmer,Benfica Bissau,midfielder,63,61
New Zealand,Amy Ray,Hawke's Bay United,forward,60,53
Grenada,Jason Foster PhD,Paradise FC International,goalkeeper,42,-33
Samoa,Susan Cole,Vaipuna,defender,84,62
Serbia,Mario Higgins,Radnicki Nis,defender,39,85
Uganda,Amber Nichols,Onduparaka,goalkeeper,62,-68
Eritrea,Joseph Williams,Geza Banda,goalkeeper,48,-74
Sweden,Dr. Marc Hooper,Malmo FF,forward,58,70
Kazakhstan,Darrell Kim,Ordabasy,forward,72,28
Russia,Thomas Smith,Spartak Moscow,forward,39,84
Slovakia,Allen Kramer,Ruzomberok,forward,70,45
Egypt,Kelly Wong,Al Ahly,goalkeeper,59,-1
Ukraine,Scott Robinson,Kolos Kovalivka,goalkeeper,66,-89
San Marino,Stephanie Burke,Pennarossa,forward,60,46
Central African Republic,Jared Martinez DDS,Olympic Real,forward,44,18
Lithuania,John Johnson,Riteriai,goalkeeper,63,-25
Mauritius,Joseph Braun,Flacq United,forward,38,70
Canada,Christian Long,Cavalry FC,midfielder,59,84
Georgia,James Jenkins,Dinamo Tbilisi,defender,48,67
Libya,Jon Johnson,Al Hilal,defender,81,77
France,Cassandra Mckenzie,Monaco,goalkeeper,53,-46
Papua New Guinea,Eileen Kelly,Gulf Komara,goalkeeper,44,-65
Guatemala,Krystal Weber,Comunicaciones,forward,62,22
Uruguay,Joanna Herrera,Montevideo Wanderers,forward,33,39
Tanzania,Mike Valdez,Biashara United,midfielder,52,81
Austria,William Davis,Sturm Graz,defender,73,26
Belgium,Rachel Thompson,Genk,forward,62,57
Mauritania,Jillian Bell,ACS Ksar,midfielder,60,1
Vietnam,Cathy Horton,Nam Dinh,defender,62,58
Mauritania,Jennifer Webster,ACS Ksar,defender,65,68
Russia,Jerry Rivera,Spartak Moscow,midfielder,42,39
Angola,James Smith,Petro de Luanda,midfielder,64,43
Oman,Taylor Vaughan,Al Nasr,defender,47,19
Thailand,Robin Hernandez,Ratchaburi,defender,71,56
Kazakhstan,Keith Palmer,Kyzylzhar,defender,39,31
Cambodia,Jennifer Benitez MD,ISI Dangkor Senchey,defender,57,65
Solomon Islands,Kim Higgins,Marist,midfielder,61,47
Lebanon,Amber Brooks,Shabab Sahel,midfielder,48,65
Malawi,Roger Carter,Blue Eagles,midfielder,47,61
Georgia,Pamela Mclaughlin,Saburtalo,defender,67,53
Montenegro,Jennifer Roman,Iskra,goalkeeper,33,-58
Turkmenistan,Stacy Cline,Nebitchi,forward,37,11
Sweden,Kaitlin Stewart,Norrkoping,midfielder,68,46
Samoa,Brittany Chase,Lupe ole Soaga,midfielder,63,52
Turkey,Melanie Holt,Galatasaray,midfielder,63,61
China,Jasmine Brown,Guangzhou FC,forward,58,67
Korea (South),Steven Hamilton,Pohang Steelers,midfielder,51,60
Niger,Teresa Thomas,Douanes,goalkeeper,62,-38
Egypt,Ashley George,Ceramica Cleopatra,forward,51,31
Equatorial Guinea,Joshua Yates,Deportivo Unidad,forward,63,16
Papua New Guinea,Justin Crosby,Lae City,goalkeeper,50,-36
Barbados,Dr. Jeffrey Wood,Ellerton FC,midfielder,61,78
Monaco,Karina Martin,Jeunesse d'Antibes,goalkeeper,74,-90
Nigeria,Shelley Myers,Shooting Stars,forward,40,83
Djibouti,Angel Vasquez,AS Boreh,midfielder,42,76
Syria,Matthew Stokes,Al Jaish,forward,67,84
Paraguay,Jennifer Graham,Olimpia,goalkeeper,52,-1
Dominican Republic,Theresa Baker,Atletico Vega Real,forward,54,26
Malaysia,Matthew Wheeler,Penang,defender,65,67
Portugal,Scott Wright,Braga,forward,63,58
Papua New Guinea,Lisa Long,Morobe Wawens,forward,64,52
Belize,Kari Rojas,Police United,midfielder,78,65
Botswana,Matthew Pierce,Township Rollers,forward,63,70
Japan,Glenda Potter,Kashima Antlers,forward,55,73
Iran,Wanda Campbell,Tractor,defender,76,22
Latvia,Kylie Diaz,Liepaja,defender,82,73
Antigua and Barbuda,Grace Marshall,Five Islands FC,forward,76,49
Comoros,Amber Kirk,Coin Nord,defender,72,62
Eritrea,Matthew Graves,Asmara Brewery,forward,61,20
Rwanda,Bradley Hunt,APR,goalkeeper,58,-57
Botswana,Justin Williams,BDF XI,forward,57,62
Bulgaria,Austin Hernandez,Botev Plovdiv,defender,71,14
South Sudan,Mary Gregory,Al Salam Wau,midfielder,65,38
Somalia,Kimberly Quinn,Midnimo,goalkeeper,80,-36
Malaysia,Corey Mann,Penang,goalkeeper,41,-84
Russia,Elizabeth Rogers,Zenit,midfielder,63,48
Suriname,Veronica Morales,Robinhood,forward,59,66
Venezuela,Christopher Rogers,Aragua,defender,43,77
Algeria,Timothy Kaiser,MC Alger,defender,44,62
Australia,Andrew Gilmore,Brisbane Roar,defender,66,72
Bhutan,Ryan Medina,Transport United,midfielder,65,46
Burkina Faso,Samantha Ward,USFA,defender,59,31
Czech Republic,Emily Torres,Slavia Prague,midfielder,59,47
Belgium,Francisco Frank,Anderlecht,midfielder,44,8
Belarus,Kimberly Silva,Torpedo Zhodino,midfielder,55,47
Peru,Jonathan Lynn,UTC Cajamarca,forward,59,26
Panama,Susan Walker,Atletico Chiriqui,goalkeeper,66,-37
Finland,Brandon Lyons,Ilves,forward,44,60
Syria,Austin Boyd,Al Ittihad Aleppo,defender,63,61
Tunisia,Katherine Schmidt,Etoile du Sahel,goalkeeper,70,-32
Ghana,Brian Flores,Bechem United,goalkeeper,56,-47
Uzbekistan,David Chan,Nasaf,midfielder,53,74
Kazakhstan,Jonathon Cherry,Shakhter Karagandy,defender,57,21
Russia,Samantha Flynn,Krasnodar,defender,53,52
Croatia,Steven Hopkins,Slaven Belupo,defender,62,50
Tuvalu,Sheena Luna,Ha'apai,midfielder,67,104
Zambia,Kristi Benson,Zesco United,midfielder,65,46
Kyrgyzstan,Steven Rodriguez Jr.,Alay Osh,defender,69,72
Namibia,Joseph Olsen,Tura Magic,goalkeeper,47,-68
Israel,Melissa Hall,Hapoel Be'er Sheva,midfielder,62,54
United States,Tracy Anthony,LAFC,forward,63,24
Mexico,Robert Grimes,America,midfielder,72,74
San Marino,Melissa Scott,La Fiorita,forward,67,68
Saint Lucia,Melissa Schultz,Anse La Raye,midfielder,56,44
Syria,Brian Norman,Al Karamah,defender,44,46
United Kingdom,Daisy George,Manchester United,forward,60,32
Costa Rica,Anthony Massey,Cartagines,goalkeeper,56,-57
Saint Vincent and the Grenadines,Brittany Flynn,Camdonia Chelsea,defender,52,12
Gabon,Diane Gonzalez,US Bitam,midfielder,57,81
India,Derek Turner,Hyderabad FC,goalkeeper,69,-43
Tajikistan,Michael Smith,Khatlon,defender,66,57
Mongolia,Danielle Mcdonald,Athletic 220,defender,44,55
Chad,Jerry Wright,Tourbillon FC,forward,69,58
Eritrea,Steven Lee,Adulis Club,forward,50,30
Cyprus,Richard Evans,Apollon Limassol,midfielder,54,33
Ukraine,Julia Ross,Rukh Lviv,goalkeeper,57,-11
South Sudan,Shane Gonzalez,Al Merreikh Juba,forward,69,80
Bhutan,Samuel Hamilton,High Quality FC,defender,78,24
Croatia,Matthew Martin,Lokomotiva,forward,73,34
Cuba,Sandy Steele,FC Guantanamo,defender,48,81
Gabon,Erica Thompson,Cercle Mbéri Sportif,defender,71,38
Mauritius,Tracy Velasquez,Curepipe Starlight,goalkeeper,60,-76
Sao Tome and Principe,Crystal Guzman,Santana,midfielder,57,70
Liberia,Valerie Mullins,Invincible Eleven,defender,52,52
Egypt,Paul Frank,ENPPI,forward,71,1
France,Mario Chung,Monaco,midfielder,52,44
Romania,Calvin Rivera,CFR Cluj,defender,61,48
Comoros,Steven Sanchez,Etoile d'Or,goalkeeper,78,-58
China,Janet Gomez,Guangzhou FC,goalkeeper,60,-15
Central African Republic,Colin Warren,Faucon Flambeau,forward,49,40
Tuvalu,Amber Wilson,Tofaga,midfielder,50,16
Belize,Jonathan Gardner,San Pedro Pirates,defender,54,70
Mozambique,Carlos Woods,Ferroviario Beira,midfielder,38,38
Cyprus,Samuel Gutierrez,AEK Larnaca,defender,55,32
Jamaica,Frederick Reynolds,Portmore United,midfielder,58,27
Lesotho,Stephen Malone,LCS,midfielder,53,99
Ireland,Julie Wright,Derry City,forward,67,42
Saint Kitts and Nevis,Eric Harris,SPD United,goalkeeper,57,-22
United Kingdom,Amanda Finley,Liverpool,goalkeeper,64,-80
Singapore,Caleb Rose,Balestier Khalsa,midfielder,63,34
Australia,Holly Rice,Brisbane Roar,midfielder,57,28
Chad,Nicholas Shaffer,Renaissance,midfielder,63,23
Uruguay,Dominic Moran,Liverpool Montevideo,defender,64,15
Venezuela,Laura Miller,Mineros de Guayana,defender,69,49
Oman,Gabriel Harris,Al Suwaiq,midfielder,60,25
Luxembourg,Vanessa Munoz,F91 Dudelange,defender,45,76
Grenada,William Thompson,Paradise FC International,forward,59,98
Lesotho,Jose Kelly,LCS,defender,57,24
Portugal,Amber Townsend MD,Vitoria Guimaraes,midfielder,73,38
Kenya,Megan Taylor,Sofapaka,defender,80,52
Burundi,Melissa Quinn,Kayanza United,defender,80,28
Philippines,Samantha Mitchell,ADT,forward,60,65
Barbados,Sherry Matthews,UWI Blackbirds,goalkeeper,64,-96
Czech Republic,Lori Bradley,Jablonec,forward,91,41
Poland,Miranda Osborne,Piast Gliwice,forward,50,51
Sao Tome and Principe,Heidi Marks,Sporting Praia Cruz,midfielder,75,37
Belarus,Michael Hill,Shakhtyor Soligorsk,forward,79,18
Peru,Angela Alexander,Alianza Lima,midfielder,76,47
Kyrgyzstan,Daniel Carroll,Neftchi Kochkor-Ata,midfielder,62,85
Lebanon,Christopher Pratt,Al Ahed,goalkeeper,50,-42
Thailand,John Roberts,BG Pathum United,goalkeeper,64,-19
New Zealand,Kimberly Macias,Canterbury United,defender,72,12
India,Amanda Smith,Kerala Blasters,goalkeeper,61,-67
South Africa,Dennis Williams,Kaizer Chiefs,midfielder,65,26
Lebanon,Jasmine Davis,Shabab Sahel,defender,70,97
Singapore,Marie Berry,Albirex Niigata (S),forward,48,43
South Sudan,Rodney Cummings,Al Salam Wau,midfielder,43,71
Romania,Tom Johnson,FCSB,defender,60,53
Yemen,Diana King,Al Tadamon,midfielder,72,57
Liechtenstein,John Carter,Triesenberg,forward,43,85
Turkey,Antonio Guzman,Sivasspor,goalkeeper,64,-39
Philippines,Heather Brown,Stallion Laguna,goalkeeper,64,-42
Eswatini,Brian Mathews,Royal Leopards,goalkeeper,65,-42
Marshall Islands,Phillip Nguyen,Laura FC,goalkeeper,58,-1
Cuba,Jimmy Benitez,FC Camaguey,defender,56,63
Ecuador,Michael Garcia,Independiente del Valle,midfielder,50,47
Georgia,Sarah Coleman MD,Dinamo Batumi,forward,64,34
Ukraine,Tracy Mason,Vorskla Poltava,goalkeeper,45,-36
Niger,Reginald King,ASFAN,goalkeeper,75,-69
Dominica,Aaron Anderson,Segments FC,goalkeeper,86,-45
Monaco,Andrew Erickson,Jeunesse d'Antibes,defender,69,52
Russia,Carla Manning,Dinamo Moscow,goalkeeper,72,-57
Qatar,Lisa Moore,Al Rayyan,goalkeeper,54,-48
Cambodia,Olivia Huynh,Kirivong Sok Sen Chey,forward,57,49
Afghanistan,Marcus Campbell,Maiwand FC,goalkeeper,49,-94
Slovenia,Omar Calderon,Olimpija Ljubljana,midfielder,66,1
Malaysia,Edward Bernard,Terengganu,goalkeeper,64,-44
Niger,Tammy Walters,Dan Kassawa,defender,61,78
Burkina Faso,Sarah Garrison,AS SONABEL,forward,57,42
Sri Lanka,Shawn Lawson,Renown,midfielder,69,44
Cape Verde,Rhonda Evans,Sporting Praia,defender,68,33
Nigeria,Brian Mosley,Lobi Stars,defender,88,47
Kyrgyzstan,Mark Navarro,Neftchi Kochkor-Ata,defender,67,44
Burundi,Andrew Carter,Flambeau du Centre,midfielder,70,53
Iraq,Jacob Johnston,Al Shorta,defender,69,49
Vietnam,Ann Martin,Hanoi FC,forward,68,38
United Arab Emirates,Thomas Jones,Baniyas,goalkeeper,66,-23
Lithuania,Scott Hill,Banga,midfielder,61,89
Malaysia,David Giles,Johor Darul Ta'zim,defender,62,75
New Zealand,Willie Delgado,Team Wellington,goalkeeper,54,-17
Kiribati,Olivia Delgado,Makin,midfielder,60,66
Zambia,Shelia Strickland,Forest Rangers,midfielder,67,64
Austria,Tiffany Miller,Sturm Graz,defender,49,93
Guatemala,Kellie Howell,Malacateco,midfielder,58,30
Argentina,Madeline Wilson,San Lorenzo,forward,65,30
Sierra Leone,Dylan Romero,Kallon,forward,67,70
Nigeria,Tina Bowen,Shooting Stars,defender,51,32
Gabon,Derek Suarez,Sogea FC,forward,56,45
Guinea,James Jackson,AS Kaloum,defender,69,76
Fiji,Linda Farmer,Ba FC,midfielder,34,51
Madagascar,Margaret Thompson,Ajesaia,forward,71,45
Malaysia,Brandon Jones,Johor Darul Ta'zim,midfielder,54,47
Barbados,Teresa Ortiz,Silver Sands,goalkeeper,70,-65
Mozambique,Gary Campbell,Ferroviario Maputo,defender,58,41
Czech Republic,Steven Nichols,Slavia Prague,goalkeeper,64,-52
Ireland,Kelsey Peterson,Sligo Rovers,goalkeeper,81,-6
Somalia,Timothy Richardson,Jazeera,defender,67,46
Comoros,Julie Barrett,Volcan Club,forward,57,1
Iraq,Richard Walker,Al Quwa Al Jawiya,midfielder,56,52
Lithuania,Ashley Chase,Suduva,midfielder,50,22
Liberia,Thomas York,Barrack Young Controllers,goalkeeper,78,-73
North Macedonia,Tyler Cruz,Vardar,defender,58,76
Antigua and Barbuda,Katelyn Thomas,Liberta FC,goalkeeper,43,-29
Ethiopia,Justin Patterson,Wolaitta Dicha,defender,60,86
Austria,Teresa Brown,Austria Wien,goalkeeper,61,-21
Brunei,Andrea Hunter,Tabuan Muda,midfielder,55,51
Bosnia and Herzegovina,Caleb Medina,Siroki Brijeg,goalkeeper,33,-86
Togo,Robert West,Dynamic Togolais,defender,63,84
Slovenia,Andrea Berger,Gorica,defender,70,39
Uzbekistan,Jay Hart,Surkhon,defender,58,107
Singapore,Ricardo Rodriguez,Geylang International,defender,57,64
New Zealand,Joshua Rivera,Hawke's Bay United,goalkeeper,70,-55
Ukraine,Stephanie Contreras,Vorskla Poltava,defender,71,92
Kyrgyzstan,Samantha Benson MD,Dordoi Bishkek,midfielder,55,75
Suriname,Derrick Hudson,Transvaal,forward,67,44
Thailand,Jason Baker,BG Pathum United,midfielder,59,103
Hungary,Brittany Williams,Ferencvaros,defender,71,34
Philippines,Pamela Kerr,Kaya-Iloilo,forward,47,102
